Single-Stroke Briefs
'slag': SHRAG
'slain': SHRAEUPB
'slake': SHRAEUBG
'slam': SHRAPL
'slammed': SHRAPLD
'slamming': SHRAPLG
'slander': SHRARPBD
'slang': SHRAPBG
'slant': SHRAPBT
'slap': SHRAP
'slapped': SHRAPD
'slapping': SHR-PG
'slash': SHRARB
'slat': SHRAT
'slate': SHRAEUT
'slaughter': SHRAUR
'slave': SHRAEUF
'slaw': SHRAU
'slay': SHRAEU
'slayer': SHRAEUR
'sleaze': SHRAOEZ
'sled': SHRED
'sledge': SHREPBLG
'sleek': SHRAOEBG
'sleepily': SHRAOEPL
'sleet': SHRAOET
'sleeve': SHRAOEF
'sleigh': SHRA*EU
'sleight': SHRAO*EUGT
'slender': SHRERPBD
'sleuth': SHRAO*UT
'slew': SHRAO*U
'slice': SHRAOEUS
'sliced': SHRAOEUFD
'slick': SHREUBG
'slide': SHRAOEUD
'slight': SHRAOEUT
'slim': SHREUPL
'slime': SHRAOEUPL
'sling': SHREUPBG
'slink': SHRA*EPBG
'slip': SHREUP
'slipped': SHREUPD
'slipping': SHREUPG
'slit': SHREUT
'sliver': SHREUFR
'slob': SHROB
'sloe': SHRO*E
'slog': SHROG
'sloop': SHRAOP
'slop': SHROP
'slope': SHROEP
'slosh': SHRORB
'slot': SHROT
'sloth': SHRO*T
'slouch': SHROUFP
'slough': SHROF
'sloughing': SHRUFG
'sloven': SHROFPB
'slow': SHROE
'slower': SHROER
'sludge': SHRUPBLG
'slue': SHRU
'slug': SHRUG
'slugged': SHRUGD
'sluice': SHRAOUS
'slum': SHRUPL
'slump': SHRUFRP
'slung': SHRUPBG
'slunk': SHRAO*UPBG
'slur': SHRUR
'slurred': SHRURD
'slurring': SHRURG
'slush': SHRURB
'slut': SHRUT
'sly': SHRAOEU
'smack': SPHABG
'small': SPHAL
'smaller': SPHAURL
'smart': SPHART
'smash': SPHARB
'smear': SPHAOER
'smearing': SPHAOERG
'smell': SPHEL
'smelt': SPHELT
'smidgeon': SPH*EUGS
'smiled': SPHAOEULD
'smiling': SPHAOEULG
'smirch': SPHEUFRPB
'smirk': SPHEURBG
'smite': SPHAOEUT
'smock': SPHOBG
'smog': SPHOG
'smoke': SPHOEBG
'smoked': SPHOEBGD
'smoker': SPHOERBG
'smoking': SPHOEG
'smooch': SPHAOFP
'smooth': SPHAO*T
'smoother': SPHAO*RT
'smote': SPHOET
'smudge': SPHUPBLG
'smudged': SPHUPBLGD
'smug': SPHUG
'smuggle': SPHULG
'smut': SPHUT
'snack': STPHABG
'snag': STPHAG
'snagged': STPHAGD
'snail': STPHAEUL
'snake': STPHAEUBG
'snaked': STPHAEUBGD
'snapped': STPHAPD
'snapping': STPHAPG
'snare': STPHAEUR
'snared': STPHAEURD
'snaring': STPHAEURG
'snarl': STPHARL
'snatch': STPHAFP
'snatching': STPHAFPG
'sneak': STPHAEBG
'sneer': STPHAOER
'sneeze': STPHAOEZ
'snick': STPHEUBG
'snide': STPHAOEUD
'sniff': STPHEUF
'sniffer': STPHEUFR
'sniffle': STPH*EUFL
'snip': STPHEUP
'snipe': STPAOEUP
'snipped': STPHEUPD
'snippet': STPHEUPT
'snipping': STPHEUPG
'snit': STPHEUT
'snitch': STPHEUFP
'snivel': STPHEUFL
'snob': STPHOB
'snoop': STPHAOP
'snoot': STPHAOT
'snooze': STPHAOZ
'snore': STPHAUR
'snoring': STPHOERG
'snort': STPHORT
'snot': STPHO*T
'snout': STPHOUT
'snow': STPHOE
'snowball': STPHOEBL
'snowfall': STPHOEFL
'snub': STPHUB
'snuff': STPHUF
'snuffer': STPHUFR
'snug': STPHUG
'soak': SOEBG
'soap': SOEP
'soaped': SOEPD
'soar': SAOR
'sob': SOB
'sobbed': SOBD
'sober': SOERB
'sociability': SOERBLT
'social': SOERBL
'society': SOET
'sociologist': SO*EUFT
'sock': SOBG
'socket': SOBGT
'sod': SOD
'sodium': SOEUPL
'soft': SOFT
'soften': SOFPB
'softer': SO*FRT
'soil': SOEUL
'sol': SOL
'solarium': SHRAEURPL
'sold': SOELD
'soldier': SHRERPBLG
'sole': SOEL
'solemn': SHREPL
'solicit': SHREUFT
'solid': SOLD
'solubility': SOBLT
'soluble': SOBL
'solution': SHRAOUGS
'solvable': SO*FBL
'solve': SOFL
'solved': SOFLD
'solving': SOFG
'some': SOPL
'somebody': S-B
'someday': STKAEU
'somehow': SPHOU
'someone': SPH-PB
'someplace': SPHRAEUS
'something': S-G
'sometime': STAOEUPL
'somewhat': SWHA
'somewhere': SWR
'son': SOPB
'son-in-law': SOPBL
'song': SOPBG
'soon': SAOPB
'sooner': SAORPB
'soot': SAOT
'soothe': SAO*T
'sop': SOP
'sore': SOR
'soreness': SO*ERPBS
'sorority': SRORT
'sorrow': SROE
'sorry': SOER
'sort': SORT
'sot': SO*T
'sought': SAUT
'soul': SOUL
'sound': SOUPBD
'soup': SOUP
'sour': SOUR
'source': S-RS
'sourness': SO*URPBS
'souse': SOUS
'south': SOUT
'southbound': S*B
'southeast': SO*ES
'southeastern': SOERPB
'southerly': SOURL
'southern': SORPB
'sovereign': SOFRPB
'sovereignty': SOFRPBT
'sow': SOE
'sown': SOEPB
'soy': SOEU
'spa': SPA
'spaced': SPAEUFD
'spacing': SPAEUFG
'spacious': SPAEURBS
'spade': SPAEUD
'spam': SPAPL
'span': SPAPB
'spank': SPA*PBG
'spar': SPAR
'spare': SPAEUR
'spark': SPARBG
'sparring': SPARG
'spat': SPAT
'spate': SPAEUT
'spatial': SPAEURBL
'spatiality': SPAEURBLT
'spawn': SPAUPB
'spay': SPAEU
'speaker': SPAOERBG
'spear': SPAOER
'spec': SP*EBG
'specialist': SPEFLT
'specialize': SPERBLZ
'specialty': SPERBLT
'species': SPAOES
'specific': SPEFBG
'specifically': SPEFL
'specification': SPEFBGS
'specified': SPEFD
'specifies': SPEFS
'specify': SPEF
'specimen': SPEPL
'specious': SPAOERBS
'speck': SPEBG
'spectrum': SPREPL
'sped': SPED
'speech': SPAOEFP
'speed': SPAOED
'speedometer': SPOPLT
'spell': SPEL
'spelt': SPELT
'spend': SPEPBD
'sperm': SPERPL
'spew': SPAOU
'sphere': STPAOER
'spheric': STPAOERBG
'sphincter': STPEUPBGT
'spic': SPEUBG
'spice': SPAOEUS
'spider': SPAOEURD
'spied': SPAOEUD
'spiel': SPAOEL
'spike': SPAOEUBG
'spiked': SPAOEUBGD
'spill': SPEUL
'spilt': SPEULT
'spin': SPEUPB
'spinal': SPAOEUPBL
'spindle': S*EUPBLD
'spine': SPAOEUPB
'spinning': SPEUPBG
'spiral': SPAOEURL
'spire': SPAOEUR
'spirit': SPEURT
'spirochete': SPRAOET
'spit': SPEUT
'spite': SPAOEUT
'spitting': SPEUGT
'splash': SPHRARB
'splat': SPHRAT
'splay': SPHRAEU
'spleen': SPHRAOEPB
'splice': SPHRAOEUS
'splint': SPHREUPBT
'splinters': SPHREURPBTS
'split': SPHREUT
'splodge': SPHROPBLG
'splotch': SPHROFP
'splurge': SPHRURG
'splurged': SPHRURPBLGD
'spoil': SPOEUL
'spoke': SPOEBG
'spoken': SPOEPB
'sponge': SPOPBG
'spontaneous': SPAEUPBS
'spoof': SPAOF
'spook': SPAOBG
'spool': SPAOL
'spoon': SPAOPB
'sporadic': SPRABG
'spore': SPOER
'sport': SPORT
'spotlight': SP-LT
'spouse': SPOUS
'spout': SPOUT
'sprain': SPRAEUPB
'sprang': SPRAPBG
'sprat': SPRAT
'sprawl': SPRAUL
'spray': SPRAEU
'sprayer': SPRAEUR
'spraying': SPRAEUG
'spread': SPRED
'spree': SPRAOE
'sprig': SPREUG
'spring': SPREUPBG
'sprint': SPREUPBT
'sprinter': SPREURPBT
'sprite': SPRAOEUT
'spritz': SPREUTS
'sprocket': SPROBGT
'sprout': SPROUT
'spruce': SPRAOUS
'sprue': SPRAOU
'sprung': SPRUPBG
'spry': SPRAOEU
'spryness': SPRAOEUPBS
'spud': SPUD
'spudding': SPUGD
'spunk': SP*UPBG
'spur': SPUR
'spurge': SPURPBLG
'spurious': SPAOURS
'spurn': SPURPB
'spurred': SPURD
'spurring': SPURG
'spurt': SPURT
'spy': SPAOEU
'squab': SKWAB
'squabble': SKWABL
'squad': SKWAD
'squalid': SKWALD
'squall': SKWAUL
'squamous': SKWAEUPLS
'square': SKWAEUR
'squared': KWAEURD
'squaring': SKWAEURG
'squat': SKWAT
'squaw': SKWAU
'squawk': SKAUBG
'squeak': SKWAOEBG
'squeal': SKWAOEL
'squealed': SKWAOELD
'squeeze': SKWAOEZ
'squelch': SKWELG
'squib': SKWEUB
'squid': SKWEUD
'squint': SKWEUPBT
'squire': SKWAOEUR
'squirm': SKWEURPL
'squirrel': SKWEURL
'squirt': SKWEURT
'squish': SKWEURB
'stab': STAB
'stabbed': STABD
'stability': STABLT
'stabilize': STAEUBLZ
'stable': STABL
'stack': STABG
'staff': STAF
'staffed': STAFD
'staffer': STAFR
'stag': STAG
'stage': STAEUPBLG
'stagger': STA*RG
'staid': STA*EUD
'stain': STAEUPB
'stainless': STAEUPBLS
'stair': STAEUR
'stake': STAEUBG
'staked': STAEUBGD
'stale': STAEUL
'stalk': STAUBG
'stall': STAUL
'stalled': STAULD
'stamp': STAFRP
'stance': STAPBS
'stand': STAPBD
'standard': ST-D
'standpoint': STAPT
'stank': STA*PBG
'stanza': STO*EUPBZ
'staph': STA*F
'staple': STAEUPL
'starch': STAFRPB
'stare': STAER
'stark': STARBG
'starlet': STARLT
'starlight': STARLGT
'starling': STARLG
'starred': STARD
'starring': STARG
'start': START
'starve': STAFRB
'starved': STAFRBD
'starving': STAFRBG
'stash': STARB
'stasis': STAES
'stat': STAT
'state': STAEUT
'state-of-the-art': STA*EUFRT
'statement': STAEUPLT
'static': STA*BG
'station': STAEUGS
'statistic': ST*EUBG
'statue': STOEUT
'status': ST*TS
'statute': STAUT
'staunch': STAUFRPB
'stave': STAEUF
'stead': STED
'steady': STAED
'steak': STAEBG
'stealth': ST*ELT
'steam': STAEPL
'steed': STAOED
'steel': STAOEL
'steep': STAOEP
'steeper': STAOERP
'steer': STAOER
'stellate': STELT
'stem': STEPL
'stemmed': STEPLD
'stemming': STEPLG
'stench': STEFRPB
'steno': STOEUPB
'stenographer': STPHOFRG
'stepped': STEPD
'stepping': STEPG
'stereo': STOEUR
'sterile': STERL
'sterility': STERLT
'sterilize': STERLZ
'sterling': STERLG
'stern': STERPB
'sternal': STERPBL
'sternum': STERPL
'steroid': STRO*EUD
'stet': STET
'stew': STAOU
'steward': STAOURD
'sticky': STO*EUBG
'stiff': STEUF
'stiffen': STEUFPB
'stiffer': STEUFR
'stiffness': STEUFPBS
'stifle': STAOEUFL
'stile': ST*EUL
'stilt': STEULT
'stimulate': ST*EUPLT
'stimuli': SHRAO*EU
'stimulus': SHRUS
'sting': STEUPBG
'stink': ST*EUPBG
'stint': STEUPBT
'stipend': STAOEUPD
'stipple': STEUPL
'stir': STEUR
'stirred': STEURD
'stirring': STEURG
'stirrup': STEURP
'stitch': STEUFP
'stoat': STOET
'stock': STOBG
'stockbroker': STPWROERBG
'stockholder': STHORLD
'stoic': STOEUBG
'stoke': STOEBG
'stomp': STOFRP
'stone': STOEPB
'stoned': STOEPBD
'stooge': STAOPBLG
'stool': STOL
'stoop': STAOP
'stoplight': ST-LT
'stoppable': STOPBL
'stopped': STOPD
'stopper': STORP
'stopping': STOPG
'storage': STORPBLG
'store': STOR
'stored': STORD
'stories': STOERS
'storing': STORG
'stork': STORBG
'storm': STORPL
'story': STOER
'stout': STOUT
'stove': STOF
'stow': STOE
'stowage': STOEPBLG
'strafe': STRAEUF
'straighter': STRAEURT
'straightforward': SRAOD
'strain': STRAEUPB
'strait': STRA*EUT
'strand': STRAPBD
'strange': STRAEUPBG
'stranger': STRAEURPBG
'strap': STRAP
'strapped': STRAPD
'strapping': STRAPG
'strategic': STRAO*EBG
'strategies': STRAPBLGS
'strategy': STRAPBLG
'stratus': STRA*TS
'straw': STRAU
'stray': STRAEU
'streak': STRAOEBG
'stream': STRAOEPL
'strength': STREPBG
'strep': STREP
'stress': STRES
'stresses': STREFS
'stressful': STREFL
'stretching': STREFPG
'strew': STRAOU
'strewn': STRAOUPB
'striation': STRAOEUGS
'stricken': STREUPB
'strict': STREUBGT
'stride': STRAOEUD
'strife': STRAOEUF
'striking': STRAOEUG
'string': STREUPBG
'strip': STREUP
'stripe': STRAOEUP
'stripped': STREUPD
'stripping': STREUPG
'strive': STREUF
'striver': STRAO*EUFR
'striving': STRAOEUFG
'strobe': STROEB
'strode': STROED
'stroke': STROBG
'stroked': STROEBGD
'stroll': STROL
'strong': STROPBG
'stronger': STRORPBG
'strop': STROP
'strove': STROEF
'structural': STRAOUFPL
'structure': STRUFP
'structured': STRUFPD
'structuring': STRAOUFPG
'struggle': STRULG
'struggled': STRULGD
'strum': STRUPL
'strung': STRUPBG
'strut': STRUT
'stub': STUB
'stubbed': STUBD
'stubble': STUBL
'stubborn': STURPB
'stud': STUD
'stuffer': STUFR
'stuffing': STUFG
'stump': STUFRP
'stun': STUPB
'stung': STUPBG
'stunk': ST*UPBG
'stunned': STUPBD
'stunning': STAOUPBG
'stunt': STUPBT
'sturgeon': STURGS
'stutter': STURT
'sty': STAOEU
'style': STAOEUL
'styled': STAOEULD
'styling': STAOEULG
'suable': SAOUBL
'suave': SWAF
'sub': SUB
'subcutaneous': SKA*EUPBS
'subject': SUBT
'subjection': S*UPBLGTS
'sublime': SPWHRAOEUPL
'submerge': SPHERPBLG
'submit': SPHEUT
'submitted': SPHEUTD
'submitting': SPHEUGT
'subpoena': SPAOEPB
'subtle': SUBLT
'subtract': STRABGT
'suburb': SPWURB
'suburban': SPWURPB
'succeed': SKAOED
'success': SKES
'successful': SKEFL
'succession': SKEGS
'succinct': SKEUPBGT
'succumb': SK*UPL
'suck': SUBG
'sucrose': SKROES
'suction': SUBGS
'sudden': SUD
'suds': SUDZ
'sue': SAOU
'sued': SAOUD
'suede': SWAEUD
'suffer': SUFR
'sufferance': SUFRPBS
'sufficient': SUF
'sugar': SHURG
'suggestion': SUGS
'suicide': S-DZ
'suing': SAOUG
'suit': SAOUT
'suite': SWAO*ET
'sulk': S*ULG
'sum': SUPL
'summation': SPHAEUGS
'summed': SUPLD
'summer': SAOURPL
'summing': SUPLG
'summit': SUPLT
'summon': SPHOPB
'sump': SUFRP
'sung': SUPBG
'sunk': S*UPBG
'sunlight': SULGT
'sunny': SAOUPB
'sup': SUP
'super': SPER
'superb': SPERB
'superficial': STPEUFL
'superintendent': SUPT
'superior': SPOEUR
'supper': SAOURP
'supplant': SPHRAPBT
'supple': S*UPL
'supplement': S*UPLT
'supplied': SPHRAOEUD
'supplier': SHRAOEUR
'supplies': SPHRAOEUZ
'supply': SPHRAOEU
'support': SPOR
'supporting': SPORG
'supposed': SPOED
'supposing': SPOEFG
'supposition': SPOGS
'suppress': SPRES
'suppressant': SPREFPBT
'suppression': SPREGS
'suppressive': SPREF
'suppressor': SPREFR
'supreme': SPRAOEPL
'surety': SHAOURT
'surf': SRUF
'surface': SUFS
'surfaced': SUFD
'surge': SURPBLG
'surgeon': SURG
'surgeries': S-RPBLGS
'surgery': S-RPBLG
'surgical': SURL
'surprise': SPRAOEUS
'surprised': SPRAOEUFD
'surprising': SPRAOEUG
'surreal': SRAO*EL
'surround': SROUPBD
'survey': SOEUF
'survival': SWAOEUFL
'survive': SWAOEUF
'susceptibility': SKEBLT
'suspect': SPEBGT
'suspend': SP*EPBD
'suspicion': SPEUGS
'suspicious': SPEURBS
'sustain': STAEPB
'sustainability': STAUPBLT
'suture': SAOUFP
'sutured': SAOURTD
'svelte': SRELT
'swab': SWAB
'swag': SWAG
'swain': SWAEUPB
'swallow': SWAL
'swam': SWAPL
'swamp': SWAFRP
'swan': SWAPB
'swank': SWA*PBG
'swap': SWAP
'swapped': SWAPD
'swapping': SWAPG
'swarm': SWARPL
'swat': SWAT
'swatch': SWAFP
'swath': SWA*T
'swathe': SWA*EUT
'sway': SWAEU
'swear': SWAER
'swearing': SWAEURG
'sweat': SWET
'sweep': SWAOEP
'sweeter': SWAOERT
'swell': SWEL
'swept': SWEPT
'swerve': SWEFRB
'swift': SWEUFT
'swig': SWEUG
'swill': SWEUL
'swim': SWEUPL
'swimmer': SWEURPL
'swimming': SWEUPLG
'swine': SWAOEUPB
'swing': SWEUPBG
'swipe': SWAOEUP
'swiped': SWAOEUPD
'swiping': SWAOEUPG
'swirl': SWEURL
'swish': SWEURB
'switch': SWEUFP
'swivel': SWEUFL
'swiveling': SWEUFLG
'swoon': SWAOPB
'swoop': SWAOP
'sword': SOERD
'swore': SWOR
'sworn': SWORPB
'swum': SWUPL
'symbol': SPWOL
'sympathetic': SPH*EBG
'symptom': S*PLT
'symptomatic': SPHA*BG
'synapse': STPHA*PS
'sync': SAO*EPBG
'synch': SA*EPBG
'syndicate': STKA*EUBGT
'syndrome': STROEPL
'synergy': STPHERPBLG
'syphilis': S*EUFLS
'syringe': SREUPBG
'syrup': SURP
'systematic': SPHA*EBG
'systemic': SPHEBG
'systole': STO*EL
'systolic': SHREULG
'tab': TAB
'table': TAEUBL
'tabled': TAEUBLD
'tablet': TABLT
'tack': TABG
'tact': TABGT
'tactile': TAO*EUL
'tad': TAD
'tag': TAG
'tagged': TAGD
'tail': TAEUL
'tailgate': T-GT
'taillight': T*LT
'tailor': TAEURL
'taint': TAEUPBT
'taken': TAEPB
'taker': TAEURBG
'taking': TAEUG
'talc': TALG
'tale': TAEL
'talent': THREPBT
'tall': TAUL
'taller': TAURL
'tam': TAPL
'tame': TAEUPL
'tamer': TAEURPL
'tamp': TAFRP
'tan': TAPB
'tang': TAPBG
'tangential': TEPBL
'tangibility': TAPBLT
'tangible': TAPBL
'tank': TA*PBG
'tap': TAP
'tape': TAEUP
'taper': TAEURP
'tapered': TAEURPD
'tapped': TAPD
'tapping': TAPG
'tar': TAR
'tare': TA*ER
'target': TARGT
'tarp': TARP
'tarred': TARD
'tarring': TARG
'tart': TART
'task': TAFBG
'taste': TAEUFT
'tat': TAT
'tattles': TALTS
'tau': TAU
'taunt': TAUPBT
'taupe': TAUP
'taut': TA*UT
'tavern': TAFRPB
'tax': TABGS
'taxation': TA*EUBGS
'taxi': TAEBGS
'taxicab': TAEB
'taxpayer': TA*EUP
'teach': TAOEFP
'teacher': TAO*EFP
'teak': TAOEBG
'teal': TAOEL
'team': TAEPL
'tear': TAER
'teat': TAOET
'tech': TEBG
'technician': T*EUBGS
'technique': TAO*EBG
'technologies': TOPBLGS
'technology': TOPBL
'tee': TAOE
'teem': TAO*EPL
'teen': TAOEPB
'teenage': TAEUPBLG
'teenager': TAEURPBLG
'teleconference': T-FRPBS
'telephone': TEFL
'temp': TEFRP
'template': TPHRAEUT
'temple': TEFRPL
'temporarily': TRAERL
'temporary': PRAER
'tempt': TEPLT
'tenant': TAEPBT
'tend': TEPBD
'tender': TERPBD
'tendon': T*EPBD
'tent': TEPBT
'tenth': TA*EPBT
'tepid': TEPD
'term': TERPL
'tern': TERPB
'terrain': TRA*EUPB
'terrarium': TRAEURPL
'terrific': TREUFG
'territories': TERTS
'territory': TERT
'terrorism': TREUFPL
'terse': TERS
'test': TEFT
'testicular': THRAR
'testified': TEFD
'testifies': TEFS
'testify': T*EF
'testifying': T*EFG
'testimonies': T-PLS
'testimony': T*PL
'text': TEGT
'thalamus': THAPLS
'than': THAPB
'thank': THAPBG
'that': THA
'that'd': THATD
'that'll': THAL
'that's': THATS
'thatch': THA*FP
'thaw': THA*U
'the': -T
'theater': THAOERT
'theatre': THAO*ERT
'thee': THAOE
'theft': THEFT
'their': THAEUR
'them': THEPL
'theme': THAOEPL
'then': THEPB
'thence': THEPBS
'theology': THAOELG
'theorem': THAOERPL
'theoretical': THOEURL
'theories': THOEURS
'theory': THOEUR
'therapeutic': THRAOUBG
'therapies': TH*ERPS
'therapist': TH*EUFT
'therapy': THAERP
'there': THR
'there'd': THR-D
'there'll': THR-L
'there's': THR-S
'thereabout': THR-BT
'thereafter': THRAF
'thereat': THRAT
'thereby': THR-B
'therefore': TH-FR
'therefrom': THR-FRPL
'therein': THR-PB
'thereof': THROF
'thereon': THROPB
'thereto': THR-T
'thereunder': THR-PBD
'thereupon': THRUP
'therewith': THR*EUT
'therm': THERPL
'thermal': TH*ERL
'thermometer': THERPLT
'theta': THO*EUT
'they': THE
'they'd': THED
'they'll': THEL
'they're': THER
'they've': THEF
'thick': THEUBG
'thicker': THEURBG
'thicket': THEUBGT
'thief': THAOEF
'thieves': THAOEFS
'thigh': THAOEU
'thin': THEUPB
'thine': THAOEUPB
'thing': THEUPBG
'think': THEU
'thinker': THEUR
'thinned': THEUPBD
'thinner': THEURPB
'thinning': THAO*EPBG
'third': THEURD
'third-degree': TH-D
'thirst': THEUFRT
'thirteen': THRAOEPB
'thirteenth': THRAOEPBT
'thirty': THEURT
'thither': TH*EURT
'tho': THO*
'thong': THOPBG
'thoracic': THRABG
'thorax': THRABGS
'thorn': THORPB
'thorough': THRO
'thou': THO*U
'thought': THAUT
'thoughtful': THAUFL
'thrall': THRAUL
'thrash': THRARB
'thread': THRED
'threat': THRET
'threaten': THREFPB
'three-dimensional': 3*D
'thresh': THRERB
'threshold': THRERBLD
'thrice': THRAOEUS
'thrift': THREUFT
'thrill': THREUL
'thrive': THRAOEUF
'thriver': THRAO*EUFR
'thriving': THRAOEUFG
'throat': THROET
'throb': THROB
'throbbed': THROBD
'throbbing': THROBG
'throe': THRO*E
'throne': THRO*EPB
'throng': THROPBG
'throughout': THROUT
'throw': THROE
'thrower': THROER
'thrown': THROEPB
'thrush': THRURB
'thrust': THRUFT
'thud': THUD
'thug': THUG
'thumb': THUPL
'thump': THUFRP
'thunk': THUPBG
'thus': THUS
'thwack': TWHABG
'thwart': TWART
'thy': THAO*EU
'thyme': THAOEUPL
'thymus': THAOEUPLS
'thyroid': THREUD
'tibia': TEUB
'tibial': TEUBL
'tic': T*EUBG
'tick': TEUBG
'ticket': TEUBGT
'tide': TAOEUD
'tied': TAO*EUD
'tier': TAOER
'tiger': TAOEURG
'tight': TAOEUT
'tighter': TAO*EURT
'tile': TAOEUL
'tiled': TAOEULD
'tiling': TAOEULG
'till': TEUL
'tilt': TEULT
'time': TAOEUPL
'timed': TAOEUPLD
'timer': TAOEURPL
'timid': TEUPLD
'timing': TAOEUPLG
'tin': TEUPB
'tine': TAOEUPB
'tinge': TEUPBG
'tint': TEUPBT
'tiny': TOEUPB
'tip': TEUP
'tipped': TEUPD
'tipping': TEUPG
'tired': TAOEURD
'tireless': TAOEURLS
'tiring': TAOEURPBG
'tit': TEUT
'titer': TAOEURT
'title': TAOEULT
'toad': TAOD
'toast': TOEFT
'tobacco': TPWABG
'tock': TOBG
'today': TOED
'today's': TODZ
'toe': TO*E
'tog': TO*G
'together': TOGT
'toil': TOEUL
'toilet': TOEULT
'toke': TOEBG
'token': TO*EPB
'told': TOLD
'tole': TOEL
'toll': TOL
'tomb': TAOUPL
'tome': TO*EPL
'tomorrow': TORPL
'ton': TOPB
'tonal': TOEPBL
'tone': TOEPB
'tong': TOPBG
'tongue': TUPBG
'tonight': TOPBT
'tonk': TO*PBG
'too': TAO
'took': TAOBG
'tool': TAOL
'toot': TAOT
'tooth': TAO*T
'top': TOP
'topic': TOEUPG
'topical': TOEUPLG
'topped': TOPD
'topping': TOPG
'topple': TO*PL
'toque': TO*EBG
'torch': TOFRPB
'tore': TO*R
'torment': TORPLT
'torn': TORPB
'tornado': TORPBD
'torpid': TORPD
'torque': TORBG
'torrent': TORPBT
'torrential': TREPBL
'torsion': TORGS
'tort': TORT
'torte': TO*RT
'torus': TO*RS
'total': TOELT
'tote': TOET
'touch': TUFP
'tough': TUF
'toughen': TUFPB
'tougher': TUFR
'tour': TOR
'tout': TOUT
'tow': TOE
'toward': TORD
'towel': TOUL
'tower': TOUR
'towering': TOURG
'town': TOUPB
'toxic': TOEUBGS
'toxicity': TAOEBGS
'toxin': TOEUPBGS
'toy': TOEU
'trace': TRAEUS
'traced': TRAEUFD
'tracing': TRAEUFG
'tract': TRABGT
'traction': TRABGS
'trade': TRAEUD
'trader': TRAEURD
'tradition': TRAGS
'traditional': TRAL
'traffic': TRAFBG
'tragedy': TRAPBLG
'trail': TRAEUL
'train': TRAEUPB
'trainer': TRAEURPB
'training': TRAEUPBG
'traipse': TRAEUPS
'trait': TRAEUT
'tram': TRAPL
'tramp': TRAFRP
'trample': TRAFRPL
'tranche': TRAFRPB
'trans': TRAPBS
'transaction': TKRABGS
'transcribe': TREUB
'transcribed': TREUBD
'transcript': TREUPT
'transcription': TREUPGS
'transfer': TRAF
'transference': TR-FRPBS
'transferred': TR-FRD
'transferring': TR-FRG
'transform': TR-FRPL
'transformation': TRA*EUGS
'transit': TRAFPBT
'translate': THRAEUT
'translated': THRAEUTD
'translating': THRAEUGT
'translation': THRAEUGS
'translator': THROERT
'transmit': TREUT
'transmitter': TR*ER
'transparency': TRA*EURPBS
'transparent': TRAEUPBT
'transplant': THRAPT
'transplantation': THRA*EUGS
'transport': TR-PT
'transportation': TR-PGS
'transported': TR-PTD
'transporters': TROERTS
'transverse': TRA*FRS
'trap': TRAP
'trapped': TRAPD
'trapping': TRAPG
'trash': TRARB
'trauma': TRAUPL
'trawl': TRAUL
'tray': TRAEU
'tread': TRED
'treason': TRAOEGS
'treasure': TRERB
'treat': TRAOET
'treater': TRAOERT
'treatment': TRAOEPLT
'treaty': TRAET
'treble': TREBL
'trek': TREBG
'tremendous': TREPLD
'trench': TREFRPB
'trend': TREPBD
'tress': TRES
'trey': TRA*EU
'triad': TRAO*EUD
'trial': TRAOEUL
'triangle': TRAOEUPBG
'tribal': PRAOEUBL
'tribe': TRAOEUB
'tribute': TREUBT
'trick': TREUBG
'tricky': TRO*EUBG
'tricycle': TROEUBG
'trier': TRAOEUR
'trifle': TRAOEUFL
'trig': TREUG
'trigger': TREURG
'triglyceride': THRAOEUD
'trike': TRAOEUBG
'trill': TREUL
'trillion': TROEUPB
'trillionth': TR*LT
'trilogy': TREULG
'trim': TREUPL
'trimmed': TREUPLD
'trimming': TREUPLG
'trinket': TREUPBGT
'tripe': TRAOEUP
'triple': TR*EUPL
'tripled': TR*EUPLD
'triplet': TREUPLT
'tripod': TRAOEUPD
'tripped': TREUPD
'tripping': TREUPG
'trite': TRAOEUT
'triumph': TRAOEUFPL
'trivet': TREUFT
'trivial': TREUFL
'trod': TROD
'troll': TROL
'tromp': TROFRP
'troop': TRAOP
'trope': TROEP
'trophic': TROEFBG
'trot': TROT
'troth': TRO*T
'troubled': TRUBLD
'troubling': TRUBLG
'trough': TROF
'troupe': TROUP
'trout': TROUT
'trove': TROEF
'trowel': TROUL
'truant': TRAOUPBT
'truce': TRAOUS
'trudge': TRUPBLG
'truer': TRAOUR
'truffle': TRUFL
'truly': TRAOUL
'trump': TRUFRP
'trumpet': TRUPLT
'truncheon': TRUPBGS
'trunk': TRUPBG
'tub': TUB
'tubal': TAOUBL
'tube': TAOUB
'tuberculosis': T*B
'tubing': TAOUBG
'tubular': TPWHRAR
'tubule': TAO*UBL
'tuck': TUBG
'tuft': TUFT
'tug': TUG
'tugged': TUGD
'tuition': TWEUGS
'tulle': TAO*UL
'tumor': TAOURPL
'tun': TUPB
'tune': TAOUPB
'tung': T*UPBG
'tunnel': TUPBL
'tunneling': TUPBLG
'turbid': TURBD
'turd': TURD
'turf': T*UFR
'turgid': TURPBLGD
'turret': TURT
'turtle': TURLT
'tush': TURB
'tusk': TUFBG
'tutor': TAOURT
'tutorial': TOERL
'tux': TUBGS
'twain': TWAEUPB
'twang': TWAPBG
'tweak': TWAEBG
'tweed': TWAOED
'tween': TWAO*EPB
'tweet': TWAOET
